$CDC: RAGGRUPPAMENTI ;$CDC: Codice e descrizione;$CON: UNLG - Liv. 2;$CON: Codice;$CON: Descrizione;Ter_cod;Ter_descr;NOTE;gennaio;febbraio;marzo;aprile;maggio;giugno;luglio;agosto;settembre;ottobre;novembre;dicembre;Totale - Importo di default
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001207;UNIGRA' S.R.L.;; 3,255.82 ; 3,255.82 ; 3,662.80 ; 3,255.82 ; 3,527.14 ; 3,391.48 ; 3,527.14 ; 3,527.14 ; 3,391.48 ; 3,527.14 ; 3,391.48 ; 3,391.48 ;41,105
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000025;HOVA FINE FOODS APS;; 3,133.29 ; 3,133.29 ; 3,524.95 ; 3,133.29 ; 3,394.39 ; 3,263.84 ; 3,394.39 ; 3,394.39 ; 3,263.84 ; 3,394.39 ; 3,263.84 ; 3,263.84 ;39,558
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000002682;FIGULI' S.R.L.;; 4,106.14 ; 4,106.14 ; 4,619.41 ; 4,106.14 ; 4,448.32 ; 4,277.23 ; 4,448.32 ; 4,448.32 ; 4,277.23 ; 4,448.32 ; 4,277.23 ; 4,277.23 ;51,840
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001941;ORANFRIZER JUICE S.R.L.;; 3,452.38 ; 3,452.38 ; 3,883.92 ; 3,452.38 ; 3,740.07 ; 3,596.22 ; 3,740.07 ; 3,740.07 ; 3,596.22 ; 3,740.07 ; 3,596.22 ; 3,596.22 ;43,586
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001317;FATTORIA CA' DANTE S.R.L. A SOCIO UNICO;; 2,962.10 ; 2,962.10 ; 3,332.36 ; 2,962.10 ; 3,208.94 ; 3,085.52 ; 3,208.94 ; 3,208.94 ; 3,085.52 ; 3,208.94 ; 3,085.52 ; 3,085.52 ;37,397
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001186;PUCCI S.R.L.;; 3,079.60 ; 3,079.60 ; 3,464.55 ; 3,079.60 ; 3,336.24 ; 3,207.92 ; 3,336.24 ; 3,336.24 ; 3,207.92 ; 3,336.24 ; 3,207.92 ; 3,207.92 ;38,880
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000083;MOLINI PIVETTI S.P.A;; 2,566.34 ; 2,566.34 ; 2,887.13 ; 2,566.34 ; 2,780.20 ; 2,673.27 ; 2,780.20 ; 2,780.20 ; 2,673.27 ; 2,780.20 ; 2,673.27 ; 2,673.27 ;32,400
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000291;RANDI SNC DI RANDI DENNIS E C.;; 2,311.82 ; 2,311.82 ; 2,600.79 ; 2,311.82 ; 2,504.47 ; 2,408.14 ; 2,504.47 ; 2,504.47 ; 2,408.14 ; 2,504.47 ; 2,408.14 ; 2,408.14 ;29,187
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001260;PAPI S.R.L.;; 1,961.09 ; 1,961.09 ; 2,206.22 ; 1,961.09 ; 2,124.51 ; 2,042.80 ; 2,124.51 ; 2,124.51 ; 2,042.80 ; 2,124.51 ; 2,042.80 ; 2,042.80 ;24,759
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000480;IPIESSE S.R.L.;; 2,104.91 ; 2,104.91 ; 2,368.02 ; 2,104.91 ; 2,280.32 ; 2,192.61 ; 2,280.32 ; 2,280.32 ; 2,192.61 ; 2,280.32 ; 2,192.61 ; 2,192.61 ;26,574
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000569;GASTRONOMICA ROSCIO S.R.L.;; 2,210.87 ; 2,210.87 ; 2,487.23 ; 2,210.87 ; 2,395.11 ; 2,302.99 ; 2,395.11 ; 2,395.11 ; 2,302.99 ; 2,395.11 ; 2,302.99 ; 2,302.99 ;27,912
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000467;COOPERLAT SOCIETA'COOPERATIVA AGRICOLA;; 1,872.72 ; 1,872.72 ; 2,106.80 ; 1,872.72 ; 2,028.77 ; 1,950.75 ; 2,028.77 ; 2,028.77 ; 1,950.75 ; 2,028.77 ; 1,950.75 ; 1,950.75 ;23,643
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000389;TATTINI S.R.L.;; 1,561.85 ; 1,561.85 ; 1,757.08 ; 1,561.85 ; 1,692.00 ; 1,626.92 ; 1,692.00 ; 1,692.00 ; 1,626.92 ; 1,692.00 ; 1,626.92 ; 1,626.92 ;19,718
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000002534;RALO' S.R.L.;; 1,634.43 ; 1,634.43 ; 1,838.73 ; 1,634.43 ; 1,770.63 ; 1,702.53 ; 1,770.63 ; 1,770.63 ; 1,702.53 ; 1,770.63 ; 1,702.53 ; 1,702.53 ;20,635
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000002079;ONE FOOD S.R.L.;; 1,492.88 ; 1,492.88 ; 1,679.49 ; 1,492.88 ; 1,617.29 ; 1,555.08 ; 1,617.29 ; 1,617.29 ; 1,555.08 ; 1,617.29 ; 1,555.08 ; 1,555.08 ;18,848
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001436;COOPERATIVA CHICO MENDES-MODENA;; 1,149.48 ; 1,149.48 ; 1,293.16 ; 1,149.48 ; 1,245.27 ; 1,197.37 ; 1,245.27 ; 1,245.27 ; 1,197.37 ; 1,245.27 ; 1,197.37 ; 1,197.37 ;14,512
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000905;FATTORIA SAN ROCCO DI FILIPPINI ADOLFO & GIO;; 1,306.46 ; 1,306.46 ; 1,469.77 ; 1,306.46 ; 1,415.33 ; 1,360.89 ; 1,415.33 ; 1,415.33 ; 1,360.89 ; 1,415.33 ; 1,360.89 ; 1,360.89 ;16,494
3_1 ANZOLA EMILIA;300000 - Anzola;3_01099 Altri ricavi;4010101200;RICAVI PER VENDITA LATTICINI;0000001783;SANGUANINI SRL;; 1,035.15 ; 1,035.15 ; 1,164.55 ; 1,035.15 ; 1,121.41 ; 1,078.28 ; 1,121.41 ; 1,121.41 ; 1,078.28 ; 1,121.41 ; 1,078.28 ; 1,078.28 ;13,069
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001468;GRUPPO FINI S.P.A.;; 1,174.50 ; 1,174.50 ; 1,321.31 ; 1,174.50 ; 1,272.37 ; 1,223.43 ; 1,272.37 ; 1,272.37 ; 1,223.43 ; 1,272.37 ; 1,223.43 ; 1,223.43 ;14,828
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001991;SFERA ITALIA S.R.L.;; 991.86 ; 991.86 ; 1,115.85 ; 991.86 ; 1,074.52 ; 1,033.19 ; 1,074.52 ; 1,074.52 ; 1,033.19 ; 1,074.52 ; 1,033.19 ; 1,033.19 ;12,522
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000930;MULTICEREALS SRL;; 821.23 ; 821.23 ; 923.88 ; 821.23 ; 889.66 ; 855.45 ; 889.66 ; 889.66 ; 855.45 ; 889.66 ; 855.45 ; 855.45 ;10,368
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000210;DELICIUS RIZZOLI S.P.A.;; 963.74 ; 963.74 ; 1,084.21 ; 963.74 ; 1,044.05 ; 1,003.89 ; 1,044.05 ; 1,044.05 ; 1,003.89 ; 1,044.05 ; 1,003.89 ; 1,003.89 ;12,167
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001994;ZEUS IBA S.R.L.;; 909.43 ; 909.43 ; 1,023.11 ; 909.43 ; 985.22 ; 947.33 ; 985.22 ; 985.22 ; 947.33 ; 985.22 ; 947.33 ; 947.33 ;11,482
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000418;CAMPAGNOLA S.R.L.;; 923.88 ; 923.88 ; 1,039.37 ; 923.88 ; 1,000.87 ; 962.38 ; 1,000.87 ; 1,000.87 ; 962.38 ; 1,000.87 ; 962.38 ; 962.38 ;11,664
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001780;ZANGRANDO SRL;; 1,029.68 ; 1,029.68 ; 1,158.39 ; 1,029.68 ; 1,115.49 ; 1,072.59 ; 1,115.49 ; 1,115.49 ; 1,072.59 ; 1,115.49 ; 1,072.59 ; 1,072.59 ;13,000
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000990;BOUVARD ITALIA SPA;; 970.28 ; 970.28 ; 1,091.56 ; 970.28 ; 1,051.13 ; 1,010.71 ; 1,051.13 ; 1,051.13 ; 1,010.71 ; 1,051.13 ; 1,010.71 ; 1,010.71 ;12,250
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000604;CHIODO FERRANTE SRL;; 954.79 ; 954.79 ; 1,074.14 ; 954.79 ; 1,034.36 ; 994.57 ; 1,034.36 ; 1,034.36 ; 994.57 ; 1,034.36 ; 994.57 ; 994.57 ;12,054
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000780;AZIENDA AGRICOLA MARTINELLI PIETROPAOLO;; 913.56 ; 913.56 ; 1,027.75 ; 913.56 ; 989.69 ; 951.62 ; 989.69 ; 989.69 ; 951.62 ; 989.69 ; 951.62 ; 951.62 ;11,534
3_1 ANZOLA EMILIA;300000 - Anzola;3_01030 Affitto;4010100100;AFFITTI ATTIVI  ATTIVITA' PROP;0000001436;COOPERATIVA CHICO MENDES-MODENA;; 821.23 ; 821.23 ; 923.88 ; 821.23 ; 889.66 ; 855.45 ; 889.66 ; 889.66 ; 855.45 ; 889.66 ; 855.45 ; 855.45 ;10,368
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000002706;VALSAMOGGIA DISTRIBUZIONE S.R.L.;; 1,026.53 ; 1,026.53 ; 1,154.85 ; 1,026.53 ; 1,112.08 ; 1,069.31 ; 1,112.08 ; 1,112.08 ; 1,069.31 ; 1,112.08 ; 1,069.31 ; 1,069.31 ;12,960
3_1 ANZOLA EMILIA;300000 - Anzola;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000001276;CINQUINA INTERNATIONAL S.P.A;; 769.90 ; 769.90 ; 866.14 ; 769.90 ; 834.06 ; 801.98 ; 834.06 ; 834.06 ; 801.98 ; 834.06 ; 801.98 ; 801.98 ;9,720
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001276;CINQUINA INTERNATIONAL S.P.A;; 718.57 ; 718.57 ; 808.40 ; 718.57 ; 778.46 ; 748.51 ; 778.46 ; 778.46 ; 748.51 ; 778.46 ; 748.51 ; 748.51 ;9,072
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000970;ERA'90 S.R.L.;; 603.32 ; 603.32 ; 678.73 ; 603.32 ; 653.59 ; 628.46 ; 653.59 ; 653.59 ; 628.46 ; 653.59 ; 628.46 ; 628.46 ;7,617
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000002339;FILOTTO LUCIANA, DANESE MARINA E BEDUSCHI MARIO S.;; 564.59 ; 564.59 ; 635.17 ; 564.59 ; 611.64 ; 588.12 ; 611.64 ; 611.64 ; 588.12 ; 611.64 ; 588.12 ; 588.12 ;7,128
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000002545;ROYAL TEA PACKING S.R.L.;; 461.94 ; 461.94 ; 519.68 ; 461.94 ; 500.44 ; 481.19 ; 500.44 ; 500.44 ; 481.19 ; 500.44 ; 481.19 ; 481.19 ;5,832
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000002570;CASEIFICIO DI MAROLA S.A.S;; 532.26 ; 532.26 ; 598.79 ; 532.26 ; 576.61 ; 554.44 ; 576.61 ; 576.61 ; 554.44 ; 576.61 ; 554.44 ; 554.44 ;6,720
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000444;EUROPI S.R.L;; 531.54 ; 531.54 ; 597.99 ; 531.54 ; 575.84 ; 553.69 ; 575.84 ; 575.84 ; 553.69 ; 575.84 ; 553.69 ; 553.69 ;6,711
3_1 ANZOLA EMILIA;300000 - Anzola;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000001436;COOPERATIVA CHICO MENDES-MODENA;; 461.94 ; 461.94 ; 519.68 ; 461.94 ; 500.44 ; 481.19 ; 500.44 ; 500.44 ; 481.19 ; 500.44 ; 481.19 ; 481.19 ;5,832
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001399;IL FORNO SARDO DI CABONI EPIFANIA;; 461.94 ; 461.94 ; 519.68 ; 461.94 ; 500.44 ; 481.19 ; 500.44 ; 500.44 ; 481.19 ; 500.44 ; 481.19 ; 481.19 ;5,832
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000139;CO.PRO.PA SCARL;; 469.77 ; 469.77 ; 528.49 ; 469.77 ; 508.92 ; 489.34 ; 508.92 ; 508.92 ; 489.34 ; 508.92 ; 489.34 ; 489.34 ;5,931
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000397;LAUDICINO PITZALIS;; 465.48 ; 465.48 ; 523.67 ; 465.48 ; 504.27 ; 484.88 ; 504.27 ; 504.27 ; 484.88 ; 504.27 ; 484.88 ; 484.88 ;5,877
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001604;BARLEY & COFFEE S.R.L.;; 457.30 ; 457.30 ; 514.46 ; 457.30 ; 495.41 ; 476.35 ; 495.41 ; 495.41 ; 476.35 ; 495.41 ; 476.35 ; 476.35 ;5,773
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000584;LA DELIZIA S.N.C. DI TONIZZO C.& C.;; 256.63 ; 256.63 ; 288.71 ; 256.63 ; 278.02 ; 267.33 ; 278.02 ; 278.02 ; 267.33 ; 278.02 ; 267.33 ; 267.33 ;3,240
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001323;POMIS S.S. SOCIETA' AGRICOLA;; 407.07 ; 407.07 ; 457.96 ; 407.07 ; 441.00 ; 424.03 ; 441.00 ; 441.00 ; 424.03 ; 441.00 ; 424.03 ; 424.03 ;5,139
3_1 ANZOLA EMILIA;300000 - Anzola;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000002534;RALO' S.R.L.;; 385.62 ; 385.62 ; 433.82 ; 385.62 ; 417.75 ; 401.69 ; 417.75 ; 417.75 ; 401.69 ; 417.75 ; 401.69 ; 401.69 ;4,868
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000774;ACETO BALSAMICO DEL DUCA SRL;; 330.30 ; 330.30 ; 371.59 ; 330.30 ; 357.83 ; 344.06 ; 357.83 ; 357.83 ; 344.06 ; 357.83 ; 344.06 ; 344.06 ;4,170
3_1 ANZOLA EMILIA;300000 - Anzola;3_01030 Affitto;4010100100;AFFITTI ATTIVI  ATTIVITA' PROP;0000001941;ORANFRIZER JUICE S.R.L.;; 359.29 ; 359.29 ; 404.20 ; 359.29 ; 389.23 ; 374.26 ; 389.23 ; 389.23 ; 374.26 ; 389.23 ; 374.26 ; 374.26 ;4,536
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001516;F.LLI CALDERONE S.R.L.;; 320.27 ; 320.27 ; 360.30 ; 320.27 ; 346.96 ; 333.61 ; 346.96 ; 346.96 ; 333.61 ; 346.96 ; 333.61 ; 333.61 ;4,043
3_1 ANZOLA EMILIA;300000 - Anzola;3_01030 Affitto;4010100100;AFFITTI ATTIVI  ATTIVITA' PROP;0000002534;RALO' S.R.L.;; 349.02 ; 349.02 ; 392.65 ; 349.02 ; 378.11 ; 363.56 ; 378.11 ; 378.11 ; 363.56 ; 378.11 ; 363.56 ; 363.56 ;4,406
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001419;CP & G S.R.L.;; 311.86 ; 311.86 ; 350.84 ; 311.86 ; 337.84 ; 324.85 ; 337.84 ; 337.84 ; 324.85 ; 337.84 ; 324.85 ; 324.85 ;3,937
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000002618;NUOVA CASTELLI S.P.A.;; 316.48 ; 316.48 ; 356.04 ; 316.48 ; 342.85 ; 329.67 ; 342.85 ; 342.85 ; 329.67 ; 342.85 ; 329.67 ; 329.67 ;3,996
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000002664;GELOSTAR S.R.L. A SOCIO UNICO;; 195.49 ; 195.49 ; 219.92 ; 195.49 ; 211.78 ; 203.63 ; 211.78 ; 211.78 ; 203.63 ; 211.78 ; 203.63 ; 203.63 ;2,468
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000761;AZIENDA VITIVINICOLA GAGGIOLI MARIALETIZIA V;; 175.55 ; 175.55 ; 197.50 ; 175.55 ; 190.18 ; 182.87 ; 190.18 ; 190.18 ; 182.87 ; 190.18 ; 182.87 ; 182.87 ;2,216
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001830;NANNI UVE E VINI S.A.S. DI NANNI S;; 158.22 ; 158.22 ; 178.00 ; 158.22 ; 171.40 ; 164.81 ; 171.40 ; 171.40 ; 164.81 ; 171.40 ; 164.81 ; 164.81 ;1,998
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000423;I FRATELLI EMILIANI S.P.A.;; 153.44 ; 153.44 ; 172.62 ; 153.44 ; 166.22 ; 159.83 ; 166.22 ; 166.22 ; 159.83 ; 166.22 ; 159.83 ; 159.83 ;1,937
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000407;COIND TRADING SRL;; 138.26 ; 138.26 ; 155.55 ; 138.26 ; 149.79 ; 144.02 ; 149.79 ; 149.79 ; 144.02 ; 149.79 ; 144.02 ; 144.02 ;1,746
3_1 ANZOLA EMILIA;300000 - Anzola;3_01030 Affitto;4010100100;AFFITTI ATTIVI  ATTIVITA' PROP;0000001516;F.LLI CALDERONE S.R.L.;; 133.45 ; 133.45 ; 150.13 ; 133.45 ; 144.57 ; 139.01 ; 144.57 ; 144.57 ; 139.01 ; 144.57 ; 139.01 ; 139.01 ;1,685
3_1 ANZOLA EMILIA;300000 - Anzola;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000001941;ORANFRIZER JUICE S.R.L.;; 110.14 ; 110.14 ; 123.91 ; 110.14 ; 119.32 ; 114.73 ; 119.32 ; 119.32 ; 114.73 ; 119.32 ; 114.73 ; 114.73 ;1,391
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000304;CLAI SCA;; 106.88 ; 106.88 ; 120.23 ; 106.88 ; 115.78 ; 111.33 ; 115.78 ; 115.78 ; 111.33 ; 115.78 ; 111.33 ; 111.33 ;1,349
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001577;MOLINO COMIRATO S.R.L.;; 102.65 ; 102.65 ; 115.49 ; 102.65 ; 111.21 ; 106.93 ; 111.21 ; 111.21 ; 106.93 ; 111.21 ; 106.93 ; 106.93 ;1,296
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001224;FATTORIA MONTE DI BEBBIO DI TONI PAOLO & C.;; 93.65 ; 93.65 ; 105.36 ; 93.65 ; 101.46 ; 97.55 ; 101.46 ; 101.46 ; 97.55 ; 101.46 ; 97.55 ; 97.55 ;1,182
3_1 ANZOLA EMILIA;300000 - Anzola;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000001516;F.LLI CALDERONE S.R.L.;; 87.86 ; 87.86 ; 98.85 ; 87.86 ; 95.18 ; 91.52 ; 95.18 ; 95.18 ; 91.52 ; 95.18 ; 91.52 ; 91.52 ;1,109
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000084;C.A.MAR SOC. COOPERATIVA;; 57.02 ; 57.02 ; 64.15 ; 57.02 ; 61.77 ; 59.40 ; 61.77 ; 61.77 ; 59.40 ; 61.77 ; 59.40 ; 59.40 ;720
3_1 ANZOLA EMILIA;300000 - Anzola;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000001026;CIVAGROUP DISTRIBUZIONE SRL;; 16.79 ; 16.79 ; 18.89 ; 16.79 ; 18.19 ; 17.49 ; 18.19 ; 18.19 ; 17.49 ; 18.19 ; 17.49 ; 17.49 ;212
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000819;MOLINO DI S.GIOVANNI S.P.A.;; 2.48 ; 2.48 ; 2.79 ; 2.48 ; 2.69 ; 2.58 ; 2.69 ; 2.69 ; 2.58 ; 2.69 ; 2.58 ; 2.58 ;31
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001801;ATLANTE S.R.L.;; 179,450.60 ; 179,450.60 ; 201,881.93 ; 179,450.60 ; 194,404.82 ; 186,927.71 ; 194,404.82 ; 194,404.82 ; 186,927.71 ; 194,404.82 ; 186,927.71 ; 186,927.71 ;2,265,564
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000485;PADANIA ALIMENTI S.R.L.;; 107,295.07 ; 107,295.07 ; 122,416.50 ; 108,814.67 ; 117,882.56 ; 113,348.61 ; 117,882.56 ; 117,882.56 ; 113,348.61 ; 117,882.56 ; 113,348.61 ; 113,348.61 ;1,370,746
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000811;MANUZZI IMPORT EXPORT SRL;; 102,025.84 ; 102,025.84 ; 114,779.07 ; 102,025.84 ; 110,528.00 ; 106,276.92 ; 110,528.00 ; 110,528.00 ; 106,276.92 ; 110,528.00 ; 106,276.92 ; 106,276.92 ;1,288,076
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000245;C.R.M. SPA;; 90,185.13 ; 90,185.13 ; 102,895.20 ; 91,462.40 ; 99,084.27 ; 95,273.33 ; 99,084.27 ; 99,084.27 ; 95,273.33 ; 99,084.27 ; 95,273.33 ; 95,273.33 ;1,152,158
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000002484;CONAD LOGISTICS S.R.L.;; 51,485.15 ; 51,485.15 ; 58,741.11 ; 52,214.32 ; 56,565.51 ; 54,389.92 ; 56,565.51 ; 56,565.51 ; 54,389.92 ; 56,565.51 ; 54,389.92 ; 54,389.92 ;657,747
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000290;OR.V.A. S.R.L.;; 76,646.95 ; 76,646.95 ; 87,449.04 ; 77,732.48 ; 84,210.19 ; 80,971.33 ; 84,210.19 ; 84,210.19 ; 80,971.33 ; 84,210.19 ; 80,971.33 ; 80,971.33 ;979,201
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001894;CASEIFICIO PUGLIESE F.LLI RADICCI S.P.A.;; 73,551.66 ; 73,551.66 ; 83,917.52 ; 74,593.35 ; 80,809.46 ; 77,701.41 ; 80,809.46 ; 80,809.46 ; 77,701.41 ; 80,809.46 ; 77,701.41 ; 77,701.41 ;939,658
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000488;AMBROSI S.P.A.;; 68,544.35 ; 68,544.35 ; 78,204.52 ; 69,515.13 ; 75,308.05 ; 72,411.59 ; 75,308.05 ; 75,308.05 ; 72,411.59 ; 75,308.05 ; 72,411.59 ; 72,411.59 ;875,687
3_1 ANZOLA EMILIA;300000 - Anzola;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000706;COOP ITALIA SOCIETA'COOPERATIVA;; 64,577.00 ; 64,577.00 ; 73,678.04 ; 65,491.59 ; 70,949.22 ; 68,220.40 ; 70,949.22 ; 70,949.22 ; 68,220.40 ; 70,949.22 ; 68,220.40 ; 68,220.40 ;825,002
